No,Kode Satker,Nama Satker,Kode Barang,Nama Barang,NUP,Kondisi,Merk/Tipe,Tgl Rekam Pertama,Tgl Perolehan,Nilai Perolehan Pertama,Nilai Mutasi,Nilai Perolehan,Nilai Penyusutan,Nilai Buku,KUANTITAS,Jml Foto,Status Penggunaan,Status Pengelolaan,No PSP,Tgl PSP,NO BPKB,NO POLISI,PEMAKAI,Jumlah KIB
1,025040199426302000KP,DITJEN PENDIS,3020101001,Sedan,1,Baik,Toyota Corolla Altis V A/T,8/11/2010,26/10/2010,"355,400,000",0,"355,400,000","355,400,000",0,1,1,Digunakan sendiri untuk operasional,,184/KM.6/WKN.07/KNL.03/2016,26/09/2016,-,B 1223 PQA,-,0
2,025040199426302000KP,DITJEN PENDIS,3020101001,Sedan,4,Baik,Toyota,30/06/2015,8/10/2007,"263,600,000",0,"263,600,000","263,600,000",0,1,1,Digunakan sendiri untuk operasional,,136/KM.6/WKN.07/KNL.03/2016,9/8/2016,E 9129146,B 1079 LQ,-,0
3,025040199426302000KP,DITJEN PENDIS,3020101001,Sedan,5,Baik,TOYOTA NEW CAMRY 2.5 V A/T,30/08/2018,30/07/2018,"589,600,000",0,"589,600,000","336,914,287","252,685,713",1,1,Digunakan sendiri untuk operasional,,055/KM.6/WKN.07/KNL.03/2020,9/3/2020,N08213104,B 1302 PQB,-,0
4,025040199426302000KP,DITJEN PENDIS,3020102001,Bus ( Penumpang 30 Orang Keatas ),1,Baik,ISUZU,10/12/2009,30/11/2009,"437,999,000",0,"437,999,000","437,999,000",0,1,1,Digunakan sendiri untuk operasional,,184/KM.6/WKN.07/KNL.03/2016,26/09/2016,G 2742046G,B 7552 IQ,-,0
5,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),53,Baik,TOYOTA,31/12/2007,17/11/2007,"100,755,000",0,"100,755,000","100,755,000",0,1,1,Digunakan sendiri untuk operasional,,136/KM.6/WKN.07/KNL.03/2016,9/8/2016,E 8176679 G,B 1823 PQ,-,0
6,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),54,Baik,INNOVA TYPE   E,31/12/2007,17/07/2007,"154,040,500",0,"154,040,500","154,040,500",0,1,1,Digunakan sendiri untuk operasional,,184/KM.6/WKN.07/KNL.03/2016,26/09/2016,228165,B 8934 WU,-,0
7,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),55,Baik,INNOVA TYPE   E,31/12/2007,17/07/2007,"154,040,500",0,"154,040,500","154,040,500",0,1,1,Digunakan sendiri untuk operasional,,136/KM.6/WKN.07/KNL.03/2016,9/8/2016,228165,B 8935 WU,-,0
8,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),56,Baik,INNOVA TYPE   E,31/12/2007,17/07/2007,"154,040,500",0,"154,040,500","154,040,500",0,1,2,Digunakan sendiri untuk operasional,,184/KM.6/WKN.07/KNL.03/2016,26/09/2016,228165,B 8936 WU,-,0
9,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),59,Baik,TOYOTA AVANZA S. M/T,31/12/2007,17/07/2007,"125,255,000",0,"125,255,000","125,255,000",0,1,2,Digunakan sendiri untuk operasional,,184/KM.6/WKN.07/KNL.03/2016,26/09/2016,222806,B 8972 WU,-,0
10,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),60,Baik,TOYOTA AVANZA S. M/T,31/12/2007,17/07/2007,"125,255,000",0,"125,255,000","125,255,000",0,1,1,Digunakan sendiri untuk operasional,,184/KM.6/WKN.07/KNL.03/2016,26/09/2016,222806,B 8977 WU,-,0
11,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),62,Baik,TOYOTA AVANZA S. M/T,31/12/2007,17/07/2007,"125,255,000",0,"125,255,000","125,255,000",0,1,1,Digunakan sendiri untuk operasional,,184/KM.6/WKN.07/KNL.03/2016,26/09/2016,222806,B 8969 WU,-,0
12,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),63,Baik,TOYOTA AVANZA S. M/T,31/12/2007,17/07/2007,"125,255,000",0,"125,255,000","125,255,000",0,1,1,Digunakan sendiri untuk operasional,,184/KM.6/WKN.07/KNL.03/2016,26/09/2016,222806,B 8970 WU,-,0
13,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),64,Baik,INOVA TIPE G.,31/12/2007,10/7/2007,"173,840,500",0,"173,840,500","173,840,500",0,1,2,Digunakan sendiri untuk operasional,,136/KM.6/WKN.07/KNL.03/2016,9/8/2016,4341238 G,B 8938 WU,-,0
14,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),65,Baik,INOVA TIPE G.,31/12/2007,10/7/2007,"173,840,500",0,"173,840,500","173,840,500",0,1,1,Digunakan sendiri untuk operasional,,184/KM.6/WKN.07/KNL.03/2016,26/09/2016,4341241 G,B 8939 WU,-,0
15,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),66,Baik,INOVA TIPE G.,31/12/2007,10/7/2007,"173,840,500",0,"173,840,500","173,840,500",0,1,1,Digunakan sendiri untuk operasional,,136/KM.6/WKN.07/KNL.03/2016,9/8/2016,4341242 G,B 8937 WU,-,0
16,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),67,Baik,TOYOTA,31/12/2007,15/03/2007,"173,840,500",0,"173,840,500","173,840,500",0,1,1,Digunakan sendiri untuk operasional,,184/KM.6/WKN.07/KNL.03/2016,26/09/2016,4341245 G,B 8932 WU,-,0
17,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),69,Baik,HONDA ALL NEW CR-V 2.0 M/T.,31/12/2007,11/7/2007,"251,000,000",0,"251,000,000","251,000,000",0,1,1,Digunakan sendiri untuk operasional,,136/KM.6/WKN.07/KNL.03/2016,9/8/2016,G.2754285,B 2181 UQ,-,0
18,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),70,Baik,TOYOTA,31/12/2007,30/11/2007,"150,300,000",0,"150,300,000","150,300,000",0,1,1,Digunakan sendiri untuk operasional,,136/KM.6/WKN.07/KNL.03/2016,9/8/2016,E 8180259,B 2376 BQ,-,0
19,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),71,Baik,TOYOTA,31/12/2007,30/11/2007,"150,300,000",0,"150,300,000","150,300,000",0,1,1,Digunakan sendiri untuk operasional,,184/KM.6/WKN.07/KNL.03/2016,26/09/2016,E 818039,B 2210 BQ,-,0
20,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),72,Baik,TOYOTA,31/12/2007,30/11/2007,"150,300,000",0,"150,300,000","150,300,000",0,1,1,Digunakan sendiri untuk operasional,,184/KM.6/WKN.07/KNL.03/2016,26/09/2016,E 818039,B 2209 BQ,-,0
21,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),73,Baik,TOYOTA,31/12/2007,30/11/2007,"150,300,000",0,"150,300,000","150,300,000",0,1,2,Digunakan sendiri untuk operasional,,136/KM.6/WKN.07/KNL.03/2016,9/8/2016,E 817986,B 2559 BQ,-,0
22,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),75,Baik,HONDA,31/12/2007,19/11/2007,"274,700,000",0,"274,700,000","274,700,000",0,1,1,Digunakan sendiri untuk operasional,,136/KM.6/WKN.07/KNL.03/2016,9/8/2016,-,B 2753 UQ,-,0
23,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),76,Baik,TOYOTA,29/01/2010,29/03/2007,"94,173,000",0,"94,173,000","94,173,000",0,1,2,Digunakan sendiri untuk operasional,,184/KM.6/WKN.07/KNL.03/2016,26/09/2016,4519799,B 8971 WU,-,0
24,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),77,Baik,Toyota Innova V,24/11/2010,1/11/2010,"237,800,000",0,"237,800,000","237,800,000",0,1,1,Digunakan sendiri untuk operasional,,136/KM.6/WKN.07/KNL.03/2016,9/8/2016,-,B 1156 PQO,-,0
25,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),78,Baik,Toyota Innova V,24/11/2010,1/11/2010,"237,800,000",0,"237,800,000","237,800,000",0,1,1,Digunakan sendiri untuk operasional,,184/KM.6/WKN.07/KNL.03/2016,26/09/2016,-,B 1159 PQO,-,0
26,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),79,Baik,TOYOTA,25/11/2010,18/11/2010,"248,700,000",0,"248,700,000","248,700,000",0,1,2,Digunakan sendiri untuk operasional,,184/KM.6/WKN.07/KNL.03/2016,26/09/2016,-,B 1198 PQO,-,0
27,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),80,Baik,Toyota Avanza G M/T 1300cc,8/11/2010,26/10/2010,"136,250,000",0,"136,250,000","136,250,000",0,1,1,Digunakan sendiri untuk operasional,,183/KM.6/WKN.07/KNL.03/2016,26/09/2016,-,B 1155 PQO,-,0
28,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),81,Baik,Nissan Xtrail 2.0 MT Black,3/7/2012,3/7/2012,"306,775,000",0,"306,775,000","306,775,000",0,1,1,Digunakan sendiri untuk operasional,,183/KM.6/WKN.07/KNL.03/2016,26/09/2016,I-11969433,B 1638 PQP,-,0
29,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),82,Baik,KIA Sportage A/T,19/07/2012,19/07/2012,"293,000,000",0,"293,000,000","293,000,000",0,1,1,Digunakan sendiri untuk operasional,,136/KM.6/WKN.07/KNL.03/2016,9/8/2016,-,B 1244 PQH,-,0
30,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),83,Baik,Toyota Kijang Innova G A/T,24/09/2012,24/09/2012,"248,690,000",0,"248,690,000","248,690,000",0,1,1,Digunakan sendiri untuk operasional,,183/KM.6/WKN.07/KNL.03/2016,26/09/2016,-,B 1680 PQP,-,0
31,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),84,Baik,Suzuki APV Arena (GL),3/8/2012,3/8/2012,"134,500,000",0,"134,500,000","134,500,000",0,1,1,Digunakan sendiri untuk operasional,,136/KM.6/WKN.07/KNL.03/2016,9/8/2016,-,B 1612 PQP,-,0
32,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),85,Baik,Suzuki Ertiga (GA),3/8/2012,3/8/2012,"140,500,000",0,"140,500,000","140,500,000",0,1,2,Digunakan sendiri untuk operasional,,183/KM.6/WKN.07/KNL.03/2016,26/09/2016,-,B 1597 PQP,-,0
33,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),86,Baik,Honda CRV 2000 CC M/T,12/10/2012,27/06/2012,"343,000,000",0,"343,000,000","343,000,000",0,1,1,Digunakan sendiri untuk operasional,,183/KM.6/WKN.07/KNL.03/2016,26/09/2016,-,B 1238 PQH,-,0
34,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),87,Baik,Toyota Innova G M/T,10/8/2012,3/7/2012,"235,330,000",0,"235,330,000","235,330,000",0,1,1,Digunakan sendiri untuk operasional,,136/KM.6/WKN.07/KNL.03/2016,9/8/2016,I11083109,B 1565 PQP,-,0
35,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),88,Baik,Toyota Innova G M/T,10/8/2012,3/7/2012,"235,330,000",0,"235,330,000","235,330,000",0,1,1,Digunakan sendiri untuk operasional,,136/KM.6/WKN.07/KNL.03/2016,9/8/2016,I11083108,B 1564 PQP,-,0
36,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),89,Baik,Toyota Innova G M/T,10/8/2012,3/7/2012,"235,330,000",0,"235,330,000","235,330,000",0,1,1,Digunakan sendiri untuk operasional,,136/KM.6/WKN.07/KNL.03/2016,9/8/2016,I11330715,B 1574 PQP,-,0
37,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),90,Baik,Toyota Innova G M/T,10/8/2012,3/7/2012,"235,330,000",0,"235,330,000","235,330,000",0,1,1,Digunakan sendiri untuk operasional,,183/KM.6/WKN.07/KNL.03/2016,26/09/2016,349009M2W1AN,B 1563 PQP,-,0
38,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),91,Baik,Toyota Innova New G M/T,12/9/2012,16/07/2012,"235,330,000",0,"235,330,000","235,330,000",0,1,1,Digunakan sendiri untuk operasional,,183/KM.6/WKN.07/KNL.03/2016,26/09/2016,I11873540,B 1621 PQP,-,0
39,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),92,Baik,KIA Travello OPT 216 ST M/T,21/09/2012,13/07/2012,"199,000,000",0,"199,000,000","199,000,000",0,1,1,Digunakan sendiri untuk operasional,,136/KM.6/WKN.07/KNL.03/2016,9/8/2016,3C750274YW2NI,B 7763 IO,-,0
40,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),93,Baik,Suzuki Ertiga GX M/T,20/12/2012,7/12/2012,"162,721,200",0,"162,721,200","162,721,200",0,1,1,Digunakan sendiri untuk operasional,,136/KM.6/WKN.07/KNL.03/2016,9/8/2016,J05889736,B 1187 PQQ,-,0
41,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),94,Baik,Chevrolet Spin 1.5L LTZ AT,2/12/2013,8/10/2013,"181,649,000",0,"181,649,000","181,649,000",0,1,1,Digunakan sendiri untuk operasional,,183/KM.6/WKN.07/KNL.03/2016,26/09/2016,K06203778,B 1651 PQQ,-,0
42,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),95,Baik,Chevrolet Spin 1.5L LTZ AT,2/12/2013,8/10/2013,"181,649,000",0,"181,649,000","181,649,000",0,1,1,Digunakan sendiri untuk operasional,,183/KM.6/WKN.07/KNL.03/2016,26/09/2016,K06203776,B 1649 PQQ,-,0
43,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),96,Baik,Chevrolet Spin 1.5L LTZ AT,2/12/2013,8/10/2013,"181,649,000",0,"181,649,000","181,649,000",0,1,1,Digunakan sendiri untuk operasional,,183/KM.6/WKN.07/KNL.03/2016,26/09/2016,K06203777,B1650 PQQ,-,0
44,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),97,Baik,Hyundai New TucsonXG AT 2.0,2/12/2013,26/09/2013,"324,000,000",0,"324,000,000","324,000,000",0,1,1,Digunakan sendiri untuk operasional,,136/KM.6/WKN.07/KNL.03/2016,9/8/2016,K06266567,B 1344 PQH,-,0
45,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),98,Baik,Toyota,11/9/2014,2/9/2014,"244,700,000",0,"244,700,000","244,700,000",0,1,1,Digunakan sendiri untuk operasional,,183/KM.6/WKN.07/KNL.03/2016,26/09/2016,L-00221531,B 1401 PQR,-,0
46,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),99,Baik,Toyota,11/9/2014,2/9/2014,"244,700,000",0,"244,700,000","244,700,000",0,1,1,Digunakan sendiri untuk operasional,,183/KM.6/WKN.07/KNL.03/2016,26/09/2016,L-00221530,B 1400 PQR,-,0
47,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),100,Baik,Toyota,11/9/2014,2/9/2014,"244,700,000",0,"244,700,000","244,700,000",0,1,1,Digunakan sendiri untuk operasional,,183/KM.6/WKN.07/KNL.03/2016,26/09/2016,L-00221532,B 1402 PQR,-,0
48,025040199426302000KP,DITJEN PENDIS,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),101,Baik,Toyota,11/9/2014,2/9/2014,"244,700,000",0,"244,700,000","244,700,000",0,1,1,Digunakan sendiri untuk operasional,,183/KM.6/WKN.07/KNL.03/2016,26/09/2016,L-00221533,B 1403 PQR,-,0
